Frame;time;X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3
203;2.03;0.075465;0.149101;0.069179;0.233456;0.148789;-0.105066;0.440767;0.769391;0.494251
204;2.04;0.077586;0.149204;0.071041;0.235351;0.1487;-0.103348;0.442732;0.770018;0.497031
205;2.05;0.079596;0.149229;0.072784;0.237396;0.148729;-0.101617;0.444533;0.770222;0.500065
206;2.06;0.081592;0.149124;0.074543;0.239266;0.14876;-0.099941;0.44658;0.770551;0.503169
207;2.07;0.083419;0.149181;0.076382;0.241046;0.148758;-0.097993;0.448247;0.770983;0.50636
208;2.08;0.085292;0.149238;0.078107;0.242921;0.148813;-0.09632;0.45031;0.77134;0.509572
209;2.09;0.08727;0.14909;0.079891;0.24499;0.148721;-0.094733;0.452064;0.771868;0.512939
210;2.1;0.089246;0.149191;0.08164;0.246743;0.14873;-0.092977;0.453912;0.771935;0.516252
211;2.11;0.091096;0.149219;0.083422;0.248624;0.148796;-0.091235;0.455775;0.772371;0.519561
212;2.12;0.093001;0.149138;0.08519;0.25063;0.148639;-0.089509;0.457422;0.772483;0.52308
213;2.13;0.094953;0.149077;0.086941;0.252412;0.148865;-0.087663;0.459163;0.772783;0.52663
214;2.14;0.096875;0.149226;0.088722;0.254291;0.148897;-0.085838;0.460877;0.7731;0.530119
215;2.15;0.098791;0.149212;0.090424;0.256369;0.148767;-0.08418;0.462529;0.773276;0.53367
216;2.16;0.10086;0.14903;0.092312;0.258351;0.148768;-0.082376;0.464283;0.773546;0.537208
217;2.17;0.1028;0.149123;0.09416;0.260233;0.148867;-0.080611;0.466091;0.773917;0.540683
218;2.18;0.104836;0.149127;0.096004;0.262194;0.148831;-0.078839;0.467797;0.77411;0.544317
219;2.19;0.106927;0.149096;0.097778;0.264176;0.148835;-0.076892;0.469571;0.774581;0.54787
220;2.2;0.108932;0.14897;0.099699;0.266163;0.148852;-0.075187;0.471231;0.774991;0.551519
221;2.21;0.110912;0.149094;0.101487;0.268166;0.148843;-0.073355;0.473219;0.77548;0.555037
222;2.22;0.112891;0.148934;0.103347;0.27025;0.148753;-0.071454;0.475054;0.77598;0.558327
223;2.23;0.114996;0.148811;0.10533;0.272245;0.148761;-0.069606;0.476998;0.776542;0.561805
224;2.24;0.117014;0.149005;0.107221;0.274152;0.148981;-0.067724;0.478981;0.777371;0.565066
225;2.25;0.119126;0.149019;0.109087;0.276245;0.148875;-0.065819;0.480863;0.777931;0.568517
226;2.26;0.121269;0.148782;0.110978;0.278415;0.148706;-0.063976;0.482453;0.77867;0.571864
227;2.27;0.123377;0.148947;0.112818;0.280466;0.148759;-0.06209;0.484455;0.779183;0.575112
228;2.28;0.125513;0.148953;0.114779;0.28269;0.14871;-0.06025;0.486319;0.779701;0.578192
229;2.29;0.127672;0.14878;0.116622;0.284889;0.148632;-0.058185;0.488317;0.780146;0.581199
230;2.3;0.129973;0.14894;0.118579;0.286795;0.148689;-0.056461;0.4903;0.780569;0.584609
231;2.31;0.131965;0.149043;0.120307;0.2887;0.148728;-0.055131;0.492225;0.780757;0.587389
232;2.32;0.133883;0.148894;0.121891;0.290465;0.148539;-0.053682;0.49421;0.781103;0.590597
233;2.33;0.135396;0.148886;0.123286;0.291827;0.148453;-0.052366;0.496039;0.781475;0.593671
234;2.34;0.1366;0.14905;0.124414;0.29293;0.148568;-0.051286;0.498041;0.781772;0.596629
235;2.35;0.137406;0.148901;0.125315;0.293959;0.148478;-0.050275;0.499872;0.782114;0.599793
236;2.36;0.138139;0.148877;0.126022;0.294735;0.148486;-0.049302;0.501861;0.782476;0.602614
237;2.37;0.138407;0.148955;0.126374;0.29514;0.148668;-0.04887;0.503983;0.782932;0.605391
238;2.38;0.138647;0.148894;0.126719;0.295507;0.148593;-0.048472;0.505823;0.783144;0.608207
239;2.39;0.138576;0.148924;0.126768;0.295761;0.148549;-0.048066;0.507819;0.783461;0.610974
240;2.4;0.138246;0.148979;0.126608;0.295965;0.14871;-0.047786;0.509837;0.783937;0.613608
241;2.41;0.137984;0.148901;0.126392;0.296297;0.148599;-0.0475;0.511787;0.784294;0.616255
242;2.42;0.137861;0.148913;0.126005;0.296618;0.148629;-0.047352;0.513851;0.784654;0.618984
243;2.43;0.137767;0.148978;0.125746;0.29701;0.148645;-0.047124;0.515827;0.785144;0.621408
244;2.44;0.137503;0.148923;0.125606;0.297355;0.148633;-0.046758;0.517847;0.785307;0.624223
